Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_Per_Ha_INR,Cost_Per_Ha_INR,Revenue_Per_Ha_INR
SF10099,Madhya Pradesh,Raichur,Pulses,Kharif,9.9,1121.7,27.6,75.5,6.1,6.85,39.5,107.2,89.9,103.5,Flood,167.8,4.7,0.87,1.06,10.49,88373,588226,927033.0,338807.0,4884,2.148,64.1,34222.93,59416.77,93639.7
SF10100,Madhya Pradesh,Krishna,Wheat,Rabi,13.36,297.6,24.5,63.9,6.4,6.15,22.1,95.1,28.5,132.6,Flood,283.0,4.95,0.74,1.66,22.18,24589,908232,545384.0,-362848.0,9398,2.36,45.9,-27159.28,67981.44,40822.16
SF10101,Andhra Pradesh,Erode,Pulses,Rabi,3.05,585.1,23.0,51.5,7.4,6.26,31.6,142.0,76.6,138.3,Flood,147.9,7.39,0.68,1.09,3.32,67572,207017,224339.0,17322.0,1492,2.225,31.3,5679.34,67874.43,73553.77
SF10102,Karnataka,Guntur,Wheat,Rabi,9.06,482.6,22.6,51.9,7.9,6.41,18.2,93.4,105.9,132.8,Flood,227.7,4.34,0.95,2.21,20.02,26429,549864,529109.0,-20755.0,5961,3.358,30.4,-2290.84,60691.39,58400.55
SF10103,Punjab,Ludhiana,Pulses,Rabi,4.45,703.6,21.8,52.5,5.7,6.48,28.3,121.8,57.4,115.6,Drip,193.1,2.63,0.69,1.35,6.01,86409,250066,519318.0,269252.0,1388,4.33,53.0,60506.07,56194.61,116700.67
SF10104,Tamil Nadu,Nashik,Maize,Kharif,2.35,679.8,30.6,66.0,5.8,7.17,31.4,88.1,67.2,89.4,Sprinkler,193.7,3.09,0.85,3.51,8.25,16408,157988,135366.0,-22622.0,1402,5.884,42.8,-9626.38,67228.94,57602.55
SF10105,Gujarat,Krishna,Wheat,Zaid,12.3,80.0,30.5,61.2,10.2,5.44,16.8,100.3,53.0,125.6,Flood,302.3,5.9,0.87,0.3,3.69,26773,1063989,98792.0,-965197.0,9826,0.376,31.3,-78471.3,86503.17,8031.87
SF10106,Telangana,Warangal,Groundnut,Kharif,13.44,981.1,27.2,78.8,8.2,6.5,25.0,114.7,39.9,76.1,Rainfed,194.3,6.1,0.9,1.79,24.06,52927,857391,1273424.0,416033.0,3856,6.24,55.7,30954.84,63793.97,94748.81
SF10107,Madhya Pradesh,Guntur,Groundnut,Zaid,11.21,241.9,32.0,37.0,9.3,7.28,21.3,119.5,42.9,98.4,Drip,347.9,10.76,0.89,1.0,11.21,58908,979301,660359.0,-318942.0,4291,2.612,5.0,-28451.56,87359.59,58908.03
SF10108,Maharashtra,Krishna,Groundnut,Kharif,0.73,758.7,29.5,95.0,5.0,5.2,25.6,75.5,44.9,89.9,Drip,172.9,3.64,0.9,0.3,0.22,52598,44813,11572.0,-33241.0,301,0.731,59.5,-45535.62,61387.67,15852.05
SF10109,Maharashtra,Rajkot,Cotton,Rabi,11.07,248.7,26.3,49.9,8.4,6.13,38.1,164.6,41.2,153.2,Drip,205.6,3.36,0.86,1.19,13.17,70978,655991,934780.0,278789.0,6911,1.906,44.5,25184.19,59258.45,84442.64
SF10110,Telangana,Indore,Maize,Rabi,4.05,478.5,23.1,73.2,8.5,7.09,23.2,130.0,50.9,120.0,Drip,341.6,6.2,0.85,3.95,16.0,19804,279751,316864.0,37113.0,2055,7.786,44.9,9163.7,69074.32,78238.02
SF10111,Maharashtra,Ludhiana,Pulses,Kharif,13.42,926.2,26.6,80.5,6.5,6.69,30.1,156.0,88.3,98.3,Drip,96.2,4.16,0.89,1.73,23.22,73297,584910,1701956.0,1117046.0,3763,6.171,58.5,83237.41,43584.95,126822.35
SF10112,Andhra Pradesh,Rajkot,Groundnut,Rabi,5.8,410.9,23.5,51.4,6.3,7.08,27.4,141.7,76.5,73.7,Drip,181.6,5.67,0.7,1.89,10.96,66100,384950,724456.0,339506.0,2058,5.326,42.7,58535.52,66370.69,124906.21
SF10113,Andhra Pradesh,Rajkot,Maize,Rabi,1.03,489.2,18.4,58.0,9.3,6.25,21.8,128.1,48.7,103.4,Rainfed,98.1,7.9,0.66,2.44,2.51,21424,60695,53774.0,-6921.0,291,8.625,20.3,-6719.42,58927.18,52207.77
SF10114,Tamil Nadu,Rajkot,Sugarcane,Rabi,14.35,740.8,24.8,72.5,7.9,7.0,26.3,87.3,30.2,107.6,Sprinkler,147.1,2.23,0.92,58.06,833.16,3807,847509,3171840.0,2324331.0,27123,30.718,64.2,161974.29,59059.86,221034.15
SF10115,Andhra Pradesh,Ludhiana,Pulses,Kharif,11.89,937.3,22.8,72.9,6.8,6.89,23.1,61.3,62.8,140.9,Rainfed,174.4,1.89,0.69,0.99,11.77,74584,840145,877854.0,37709.0,2683,4.387,64.9,3171.49,70659.8,73831.29
SF10116,Tamil Nadu,Raichur,Rice,Rabi,0.58,566.9,21.6,51.7,8.2,5.41,17.8,141.3,71.4,133.8,Drip,221.4,7.55,0.94,0.5,0.29,22660,40401,6571.0,-33830.0,849,0.342,37.1,-58327.59,69656.9,11329.31
SF10117,Andhra Pradesh,Warangal,Maize,Kharif,13.77,850.2,31.2,57.4,8.3,5.8,29.8,109.1,57.8,140.6,Flood,129.9,2.9,0.92,1.43,19.69,21209,705327,417605.0,-287722.0,8861,2.222,55.4,-20894.84,51222.0,30327.16
SF10118,Andhra Pradesh,Nalgonda,Rice,Zaid,13.6,327.7,26.9,42.8,10.0,7.34,15.7,118.0,32.6,59.6,Sprinkler,235.3,6.63,0.67,1.54,20.94,20763,955996,434777.0,-521219.0,20384,1.027,31.4,-38324.93,70293.82,31968.9
SF10119,Karnataka,Nashik,Pulses,Rabi,11.2,346.3,23.4,32.4,7.2,6.91,25.0,129.4,34.7,104.6,Sprinkler,129.0,6.4,0.81,1.12,12.54,69488,668822,871380.0,202558.0,3842,3.264,32.6,18085.54,59716.25,77801.79
SF10120,Karnataka,Erode,Groundnut,Kharif,13.76,968.7,27.3,71.1,5.7,6.88,27.0,96.8,62.5,128.4,Sprinkler,232.2,1.55,0.88,1.91,26.28,40712,964006,1069911.0,105905.0,7261,3.619,74.9,7696.58,70058.58,77755.16
SF10121,Gujarat,Rajkot,Groundnut,Kharif,11.46,619.1,24.5,83.3,6.6,6.71,30.4,84.1,46.5,113.3,Rainfed,184.4,4.84,0.84,2.07,23.72,65653,811732,1557289.0,745557.0,2898,8.185,60.2,65057.33,70831.76,135889.09
SF10122,Maharashtra,Erode,Cotton,Kharif,3.26,896.1,34.8,69.5,7.2,5.55,31.0,63.3,59.8,144.8,Sprinkler,164.3,4.67,0.98,0.3,0.98,57631,193353,56478.0,-136875.0,2439,0.402,51.3,-41986.2,59310.74,17324.54
SF10123,Madhya Pradesh,Warangal,Rice,Rabi,4.65,227.6,24.9,55.9,6.8,7.8,26.3,97.5,96.6,97.0,Flood,162.3,3.82,0.95,0.66,3.07,26404,294129,81060.0,-213069.0,8874,0.346,36.6,-45821.29,63253.55,17432.26
SF10124,Punjab,Indore,Pulses,Kharif,2.54,499.7,29.6,76.4,7.2,7.74,30.7,112.7,42.4,125.0,Drip,201.3,4.02,0.97,0.4,1.02,73000,182833,74460.0,-108373.0,895,1.14,51.3,-42666.54,71981.5,29314.96
SF10125,Madhya Pradesh,Rajkot,Pulses,Kharif,14.46,763.3,32.5,77.0,6.3,7.23,27.2,158.4,51.1,56.6,Rainfed,206.5,4.14,0.97,0.78,11.28,79479,1012756,896523.0,-116233.0,2927,3.854,65.4,-8038.24,70038.45,62000.21
SF10126,Maharashtra,Nalgonda,Chilli,Rabi,8.45,575.8,24.3,57.8,7.5,7.02,18.5,115.2,67.5,125.0,Sprinkler,197.3,4.51,0.93,2.34,19.77,90018,532885,1779656.0,1246771.0,5842,3.384,57.1,147546.86,63063.31,210610.18
SF10127,Telangana,Guntur,Wheat,Rabi,3.75,99.6,27.2,56.7,6.8,6.08,26.1,160.8,66.3,46.8,Rainfed,101.6,4.45,0.97,1.6,6.0,23135,192862,138810.0,-54052.0,1165,5.15,41.7,-14413.87,51429.87,37016.0
SF10128,Tamil Nadu,Erode,Wheat,Rabi,11.28,281.9,23.4,69.3,7.4,6.62,27.2,154.3,28.4,95.3,Rainfed,154.9,5.89,0.68,2.24,25.27,27337,702245,690806.0,-11439.0,3065,8.245,31.0,-1014.1,62255.76,61241.67
SF10129,Maharashtra,Raichur,Maize,Rabi,10.33,606.2,21.7,46.6,9.5,6.73,33.2,121.8,60.8,92.8,Drip,166.9,3.5,0.84,4.89,50.51,19769,685674,998532.0,312858.0,5130,9.846,48.8,30286.35,66376.96,96663.31
SF10130,Maharashtra,Nalgonda,Pulses,Rabi,3.95,296.0,23.2,68.3,8.3,6.93,17.0,77.0,76.7,68.9,Sprinkler,114.9,9.35,0.74,1.01,3.99,86219,272305,344014.0,71709.0,1545,2.583,22.2,18154.18,68937.97,87092.15
SF10131,Tamil Nadu,Nalgonda,Wheat,Kharif,4.55,759.9,26.9,78.0,8.1,6.17,32.2,115.5,63.7,55.6,Flood,127.0,5.57,0.91,2.73,12.42,23075,292455,286592.0,-5863.0,3187,3.897,47.0,-1288.57,64275.82,62987.25
SF10132,Karnataka,Guntur,Cotton,Kharif,6.85,1044.5,26.3,73.7,7.1,7.12,31.5,153.5,70.0,88.9,Sprinkler,178.3,4.87,0.96,1.86,12.74,67026,398694,853911.0,455217.0,5482,2.324,46.2,66455.04,58203.5,124658.54
SF10133,Telangana,Warangal,Sugarcane,Kharif,3.83,1158.2,27.2,68.4,7.0,7.4,32.2,84.3,51.2,95.2,Sprinkler,252.4,5.08,0.82,29.47,112.87,3123,263380,352493.0,89113.0,6337,17.811,53.9,23267.1,68767.62,92034.73
SF10134,Telangana,Indore,Chilli,Rabi,5.69,765.3,22.2,56.6,7.4,6.42,21.5,139.4,72.6,128.8,Flood,227.4,5.88,0.87,1.88,10.7,117774,375375,1260182.0,884807.0,5136,2.083,37.9,155502.11,65971.0,221473.11
SF10135,Tamil Nadu,Ludhiana,Cotton,Rabi,8.33,537.6,20.5,63.2,7.2,7.31,30.0,126.6,82.2,98.2,Drip,201.8,3.16,0.7,1.11,9.25,62535,460863,578449.0,117586.0,5878,1.574,41.0,14115.97,55325.69,69441.66
SF10136,Telangana,Erode,Cotton,Rabi,4.29,812.8,28.0,56.6,8.7,7.65,27.6,126.0,43.4,158.3,Rainfed,272.7,5.64,0.97,0.51,2.19,71950,281826,157570.0,-124256.0,1849,1.184,57.3,-28964.1,65693.71,36729.6
SF10137,Madhya Pradesh,Nashik,Groundnut,Rabi,5.33,582.1,22.4,44.7,8.0,5.2,19.5,133.4,63.0,125.4,Flood,139.1,4.68,0.94,0.3,1.6,52984,278482,84774.0,-193708.0,3109,0.515,36.6,-36342.96,52248.03,15905.07
SF10138,Maharashtra,Krishna,Wheat,Kharif,6.37,672.2,25.3,66.5,8.6,6.73,37.6,115.8,60.6,108.7,Drip,137.3,6.29,0.91,4.38,27.9,23998,417483,669544.0,252061.0,3243,8.603,46.9,39570.02,65538.93,105108.95
SF10139,Telangana,Ludhiana,Wheat,Rabi,13.3,752.6,26.9,45.1,8.4,5.74,24.4,154.8,81.9,91.4,Drip,124.1,4.74,0.76,1.49,19.82,22320,912967,442382.0,-470585.0,6473,3.062,30.3,-35382.33,68644.14,33261.8
SF10140,Punjab,Erode,Wheat,Rabi,9.85,586.7,28.3,56.9,7.8,6.96,21.9,140.5,70.9,147.9,Flood,147.6,3.67,0.78,3.16,31.13,21067,752982,655816.0,-97166.0,7671,4.058,44.3,-9864.57,76444.87,66580.3
SF10141,Tamil Nadu,Warangal,Groundnut,Kharif,8.76,443.7,28.8,77.7,8.4,8.4,32.3,139.5,47.3,96.8,Drip,281.3,2.15,0.99,0.3,2.63,59496,557065,156474.0,-400591.0,4202,0.626,66.0,-45729.57,63591.89,17862.33
SF10142,Madhya Pradesh,Nashik,Wheat,Kharif,11.36,695.0,25.8,67.0,5.6,7.19,31.1,134.4,69.3,108.5,Rainfed,245.2,6.07,0.89,2.17,24.65,19736,649416,486492.0,-162924.0,3334,7.394,38.8,-14341.9,57166.9,42825.0
SF10143,Andhra Pradesh,Rajkot,Wheat,Kharif,5.98,873.4,28.0,75.4,6.5,6.82,21.3,122.8,55.8,55.4,Rainfed,161.4,4.38,0.71,2.54,15.19,27576,333731,418879.0,85148.0,1807,8.406,49.4,14238.8,55807.86,70046.66
SF10144,Tamil Nadu,Nalgonda,Rice,Rabi,2.07,336.3,24.0,48.2,10.1,6.71,17.9,124.5,59.7,166.8,Sprinkler,147.6,2.53,0.74,3.98,8.24,20254,146114,166893.0,20779.0,2491,3.308,36.9,10038.16,70586.47,80624.64
SF10145,Gujarat,Ludhiana,Chilli,Rabi,14.69,159.9,22.3,47.4,9.2,6.06,18.8,192.2,58.9,131.2,Flood,178.5,6.0,0.91,1.39,20.42,107756,1018941,2200378.0,1181437.0,12655,1.614,34.2,80424.57,69362.9,149787.47
SF10146,Karnataka,Krishna,Wheat,Kharif,13.57,922.3,28.0,87.4,6.0,6.07,27.3,111.3,54.5,104.8,Flood,184.9,6.25,0.74,1.98,26.87,20998,864572,564216.0,-300356.0,9147,2.938,48.1,-22133.82,63712.01,41578.19
SF10147,Telangana,Erode,Cotton,Rabi,11.52,537.2,26.2,63.9,7.0,7.63,22.4,121.3,44.7,124.1,Flood,159.7,9.77,0.72,0.66,7.6,65554,894553,498210.0,-396343.0,10714,0.709,35.4,-34404.77,77652.17,43247.4
SF10148,Madhya Pradesh,Krishna,Chilli,Kharif,1.07,880.4,33.3,71.7,8.2,7.84,40.9,146.0,71.8,109.1,Flood,118.5,5.35,0.87,0.47,0.5,89501,71809,44750.0,-27059.0,742,0.674,47.4,-25288.79,67111.21,41822.43
SF10149,Maharashtra,Krishna,Groundnut,Rabi,2.86,108.0,27.9,78.3,9.4,6.97,23.2,153.2,85.1,100.1,Flood,166.9,4.18,0.78,1.49,4.26,59116,188358,251834.0,63476.0,1704,2.5,42.0,22194.41,65859.44,88053.85
SF10150,Telangana,Erode,Groundnut,Kharif,13.86,878.5,29.8,81.4,6.3,7.65,30.1,83.4,84.4,152.7,Flood,204.1,3.38,0.94,0.72,9.98,60346,1025521,602253.0,-423268.0,9248,1.079,70.8,-30538.82,73991.41,43452.6
SF10151,Punjab,Nalgonda,Chilli,Rabi,2.99,587.0,27.9,46.2,8.2,6.5,20.2,141.7,74.9,51.5,Drip,320.8,5.61,0.99,3.02,9.03,80884,250199,730383.0,480184.0,1595,5.661,32.3,160596.66,83678.6,244275.25
SF10152,Maharashtra,Nalgonda,Rice,Rabi,10.27,240.1,22.1,76.7,6.4,6.62,22.8,150.0,69.9,134.6,Sprinkler,164.7,4.52,0.96,3.2,32.86,17570,598738,577350.0,-21388.0,13621,2.412,30.7,-2082.57,58299.71,56217.14
SF10153,Karnataka,Krishna,Pulses,Kharif,8.5,634.4,23.6,52.2,6.1,7.95,28.8,159.3,50.2,143.5,Drip,151.5,4.78,0.72,0.31,2.64,67989,464484,179491.0,-284993.0,2785,0.948,35.0,-33528.59,54645.18,21116.59
SF10154,Punjab,Guntur,Rice,Kharif,6.24,896.0,28.4,65.9,5.8,7.92,25.6,162.5,70.1,79.7,Drip,133.7,4.96,0.79,0.73,4.56,21168,314286,96526.0,-217760.0,8937,0.51,55.4,-34897.44,50366.35,15468.91
SF10155,Telangana,Ludhiana,Sugarcane,Kharif,9.12,932.6,29.3,65.5,8.7,6.38,34.0,40.0,69.1,113.1,Flood,229.1,4.19,0.82,47.88,436.67,3550,751898,1550178.0,798280.0,21550,20.263,54.4,87530.7,82444.96,169975.66
SF10156,Madhya Pradesh,Guntur,Sugarcane,Kharif,4.5,867.9,27.3,66.6,7.2,6.17,38.2,115.9,48.2,91.2,Drip,225.6,4.01,0.82,62.09,279.41,3089,290078,863097.0,573019.0,8473,32.977,48.7,127337.56,64461.78,191799.33
SF10157,Punjab,Ludhiana,Sugarcane,Kharif,14.42,457.0,27.8,54.9,7.0,5.2,25.9,107.6,42.6,118.4,Rainfed,167.8,4.06,0.72,4.19,60.42,3027,907734,182891.0,-724843.0,13244,4.562,52.8,-50266.5,62949.65,12683.15
SF10158,Andhra Pradesh,Nashik,Cotton,Zaid,5.4,80.0,30.2,64.5,7.8,7.14,28.8,48.2,93.3,114.5,Flood,219.6,3.56,0.8,0.8,4.32,67951,342108,293548.0,-48560.0,5863,0.737,34.8,-8992.59,63353.33,54360.74
SF10159,Tamil Nadu,Warangal,Pulses,Kharif,13.92,1197.9,22.3,74.6,7.2,7.84,24.0,108.1,92.6,132.5,Flood,64.1,8.65,0.67,0.3,4.18,84840,1020899,354631.0,-666268.0,5884,0.71,49.9,-47864.08,73340.45,25476.36
SF10160,Karnataka,Guntur,Rice,Rabi,1.46,80.0,22.5,67.8,6.9,6.47,26.5,90.2,75.4,114.8,Rainfed,134.3,0.75,0.88,2.37,3.46,22447,88554,77667.0,-10887.0,1462,2.367,50.4,-7456.85,60653.42,53196.58
SF10161,Maharashtra,Nalgonda,Rice,Kharif,2.76,820.3,27.4,80.6,6.8,5.25,22.7,87.5,61.7,51.9,Flood,140.1,6.72,0.93,0.3,0.83,22344,185413,18546.0,-166867.0,5573,0.149,63.4,-60459.06,67178.62,6719.57
SF10162,Maharashtra,Nashik,Rice,Rabi,12.53,442.9,20.5,53.0,7.6,6.06,25.2,128.5,63.6,100.6,Sprinkler,76.8,6.87,0.87,2.33,29.19,24451,855715,713725.0,-141990.0,18604,1.569,29.7,-11332.0,68293.3,56961.29
SF10163,Telangana,Krishna,Maize,Zaid,1.58,313.9,27.7,41.8,9.0,6.87,16.5,142.9,59.9,99.3,Sprinkler,143.5,8.86,0.81,3.69,5.83,20761,121054,121037.0,-17.0,662,8.807,25.6,-10.76,76616.46,76605.7
SF10164,Madhya Pradesh,Erode,Pulses,Zaid,3.55,445.9,29.7,61.1,8.2,5.58,20.0,98.2,25.5,139.1,Flood,194.7,2.7,0.89,0.66,2.34,58920,206701,137873.0,-68828.0,1837,1.274,44.3,-19388.17,58225.63,38837.46
SF10165,Telangana,Guntur,Sugarcane,Rabi,4.0,391.2,25.6,59.8,8.7,7.19,21.8,76.7,74.6,111.1,Rainfed,189.6,7.85,0.67,36.91,147.64,3771,259517,556750.0,297233.0,3618,40.807,24.0,74308.25,64879.25,139187.5
SF10166,Andhra Pradesh,Erode,Wheat,Kharif,13.1,795.3,24.5,55.5,6.3,8.34,30.9,124.8,46.3,149.8,Flood,161.7,7.08,0.97,0.3,3.93,21813,871765,85725.0,-786040.0,10261,0.383,44.8,-60003.05,66546.95,6543.89
SF10167,Maharashtra,Warangal,Chilli,Kharif,14.99,697.7,27.4,61.3,6.5,5.53,26.2,172.2,76.6,104.8,Sprinkler,172.4,5.59,0.99,0.7,10.49,102884,940792,1079253.0,138461.0,8999,1.166,48.6,9236.89,62761.31,71998.2
SF10168,Tamil Nadu,Nashik,Rice,Rabi,8.43,407.1,21.3,60.1,8.0,6.59,24.4,116.4,70.6,128.5,Flood,301.1,2.9,0.98,3.22,27.14,18202,706137,494002.0,-212135.0,13146,2.065,33.7,-25164.29,83764.77,58600.47
SF10169,Karnataka,Erode,Chilli,Zaid,8.99,142.5,37.1,65.7,7.6,6.47,20.0,104.1,52.9,124.6,Drip,199.5,7.2,0.76,1.19,10.7,116560,644651,1247192.0,602541.0,4758,2.249,33.9,67023.47,71707.56,138731.03
SF10170,Maharashtra,Erode,Cotton,Rabi,4.65,520.0,20.1,58.6,8.0,6.32,31.3,85.4,85.2,69.1,Drip,69.1,4.84,0.89,1.43,6.65,70386,222809,468067.0,245258.0,2992,2.223,42.7,52743.66,47915.91,100659.57
SF10171,Maharashtra,Rajkot,Maize,Kharif,7.86,699.2,31.4,73.3,8.7,6.71,31.3,113.7,59.6,117.1,Flood,231.6,3.08,0.73,4.2,33.01,20755,430506,685123.0,254617.0,6532,5.054,47.7,32394.02,54771.76,87165.78
SF10172,Punjab,Warangal,Groundnut,Rabi,12.38,542.7,19.9,61.5,7.0,6.5,31.8,87.3,47.8,144.1,Flood,258.0,3.65,0.87,1.54,19.07,53882,963373,1027530.0,64157.0,8914,2.139,39.5,5182.31,77816.88,82999.19
SF10173,Maharashtra,Nashik,Pulses,Kharif,5.96,621.6,27.7,76.0,8.2,6.8,24.6,111.3,51.8,111.1,Rainfed,44.8,0.65,0.8,1.47,8.76,67101,213412,587805.0,374393.0,1242,7.053,59.3,62817.62,35807.38,98625.0
SF10174,Gujarat,Warangal,Rice,Rabi,4.76,464.9,21.6,62.5,8.1,5.86,20.0,40.0,58.0,52.8,Flood,191.3,2.86,0.96,1.11,5.28,21916,312302,115716.0,-196586.0,7861,0.672,46.0,-41299.58,65609.66,24310.08
SF10175,Telangana,Indore,Wheat,Kharif,2.03,1085.5,28.9,77.9,6.4,6.69,31.9,156.5,35.2,111.4,Rainfed,100.5,5.38,0.98,3.21,6.52,23900,127691,155828.0,28137.0,577,11.3,63.9,13860.59,62901.97,76762.56
SF10176,Karnataka,Guntur,Pulses,Zaid,2.53,80.0,34.0,56.9,8.8,7.99,22.8,131.0,39.9,129.8,Flood,262.9,6.8,0.99,0.3,0.76,67343,179667,51181.0,-128486.0,1363,0.558,35.4,-50784.98,71014.62,20229.64
SF10177,Karnataka,Warangal,Chilli,Zaid,13.38,117.8,31.6,43.9,6.4,7.07,19.4,182.1,34.4,122.0,Rainfed,158.9,4.95,0.78,1.5,20.07,92244,788466,1851337.0,1062871.0,4313,4.653,43.7,79437.29,58928.7,138365.99
SF10178,Gujarat,Nashik,Groundnut,Rabi,12.77,520.5,27.1,55.7,7.4,6.18,31.3,89.9,72.2,109.1,Rainfed,269.9,1.63,0.72,1.19,15.2,55049,974498,836745.0,-137753.0,4087,3.719,53.7,-10787.24,76311.51,65524.28
SF10179,Madhya Pradesh,Erode,Pulses,Rabi,7.05,356.7,27.0,49.5,6.2,5.2,14.4,156.7,45.1,164.2,Rainfed,116.3,8.18,0.99,0.3,2.11,76299,557552,160991.0,-396561.0,1334,1.582,21.6,-56249.79,79085.39,22835.6
SF10180,Maharashtra,Raichur,Rice,Zaid,10.65,177.6,31.5,43.6,8.0,7.55,18.2,144.8,31.1,122.8,Flood,184.8,5.33,0.9,1.0,10.65,17097,808697,182083.0,-626614.0,21888,0.487,28.0,-58837.0,75933.99,17097.0
SF10181,Tamil Nadu,Raichur,Wheat,Zaid,3.71,576.2,29.3,48.9,8.0,6.67,20.9,152.4,69.7,78.9,Rainfed,40.0,3.98,0.97,2.3,8.53,22539,163945,192258.0,28313.0,992,8.599,44.0,7631.54,44190.03,51821.56
SF10182,Madhya Pradesh,Nashik,Wheat,Rabi,7.42,532.6,24.4,65.0,6.8,6.94,25.9,83.0,50.6,92.5,Sprinkler,144.3,5.24,0.85,2.89,21.44,25961,476065,556604.0,80539.0,3382,6.339,45.8,10854.31,64159.7,75014.02
SF10183,Telangana,Nalgonda,Rice,Rabi,14.58,641.7,21.3,61.8,7.5,6.65,22.6,99.8,40.7,134.7,Flood,289.4,3.74,0.96,3.1,45.2,25564,1035362,1155493.0,120131.0,23605,1.915,43.4,8239.44,71012.48,79251.92
SF10184,Maharashtra,Krishna,Chilli,Kharif,11.4,815.8,28.6,80.2,8.8,6.61,37.0,133.2,69.6,100.5,Rainfed,145.7,9.41,0.76,2.38,27.13,102137,710093,2770977.0,2060884.0,3802,7.136,37.8,180779.3,62288.86,243068.16
SF10185,Telangana,Erode,Pulses,Kharif,1.95,1072.4,25.9,71.1,5.7,5.95,34.2,48.2,98.5,146.8,Drip,241.7,9.25,0.88,0.64,1.25,77841,134547,97301.0,-37246.0,628,1.99,46.9,-19100.51,68998.46,49897.95
SF10186,Maharashtra,Guntur,Rice,Zaid,7.74,271.1,36.0,49.9,6.5,7.22,16.9,112.5,39.0,152.0,Sprinkler,137.0,3.85,0.95,1.84,14.24,23621,593150,336363.0,-256787.0,11788,1.208,42.9,-33176.61,76634.37,43457.75
SF10187,Tamil Nadu,Indore,Rice,Rabi,2.39,432.75,21.3,55.5,8.4,7.08,30.0,103.3,53.4,102.7,Flood,177.5,6.51,0.77,2.41,5.76,22588,171055,130107.0,-40948.0,3882,1.484,43.3,-17133.05,71571.13,54438.08
SF10188,Telangana,Indore,Wheat,Kharif,1.44,927.2,27.3,75.8,7.2,6.61,36.9,188.9,61.6,121.1,Drip,215.6,4.27,0.74,3.53,5.08,24563,117305,124780.0,7475.0,666,7.628,72.6,5190.97,81461.81,86652.78
SF10189,Madhya Pradesh,Indore,Pulses,Rabi,5.67,358.4,25.1,59.5,7.5,6.62,30.1,151.4,39.8,124.4,Drip,184.6,4.55,0.81,1.27,7.2,73052,389581,525974.0,136393.0,1597,4.508,40.6,24055.2,68709.17,92764.37
SF10190,Tamil Nadu,Krishna,Groundnut,Kharif,2.04,927.0,27.7,70.9,5.0,6.97,31.8,154.2,68.9,113.4,Flood,257.7,8.39,0.67,2.06,4.2,52915,140715,222243.0,81528.0,1093,3.843,43.9,39964.71,68977.94,108942.65
SF10191,Tamil Nadu,Indore,Chilli,Kharif,2.16,1068.9,29.7,73.0,7.1,6.97,30.6,148.9,50.1,126.2,Sprinkler,308.3,6.18,0.83,1.7,3.67,102163,183052,374938.0,191886.0,1427,2.572,60.7,88836.11,84746.3,173582.41
SF10192,Madhya Pradesh,Rajkot,Wheat,Rabi,12.63,275.6,25.3,59.8,8.1,6.75,29.7,93.9,58.2,76.2,Rainfed,260.6,6.26,0.77,2.09,26.4,27106,850962,715598.0,-135364.0,3909,6.754,32.2,-10717.66,67376.25,56658.59
SF10193,Maharashtra,Ludhiana,Rice,Rabi,7.76,432.0,19.9,72.8,6.9,6.37,24.5,136.6,43.7,161.8,Drip,180.0,3.09,0.93,3.1,24.06,26456,533300,636531.0,103231.0,9887,2.433,43.4,13302.96,68724.23,82027.19
SF10194,Tamil Nadu,Nashik,Rice,Kharif,9.19,756.7,30.1,82.9,6.8,7.24,29.1,172.5,71.9,155.2,Flood,140.2,4.73,0.92,3.24,29.78,24484,589790,729134.0,139344.0,21159,1.407,72.7,15162.57,64177.37,79339.93
SF10195,Maharashtra,Raichur,Pulses,Rabi,12.32,371.0,24.4,50.4,8.3,7.25,25.7,80.0,28.9,96.8,Rainfed,224.9,2.66,0.94,0.67,8.25,79182,799704,653252.0,-146452.0,2643,3.121,39.6,-11887.34,64911.04,53023.7
SF10196,Andhra Pradesh,Erode,Cotton,Kharif,1.06,702.0,22.4,57.3,6.7,6.93,34.9,91.7,63.1,105.8,Flood,227.4,5.51,0.75,1.72,1.82,76512,76346,139252.0,62906.0,1005,1.811,42.2,59345.28,72024.53,131369.81
SF10197,Andhra Pradesh,Raichur,Rice,Kharif,4.53,1118.6,25.9,69.2,7.0,6.35,31.6,150.2,79.1,95.8,Sprinkler,202.0,7.96,0.97,3.08,13.95,26403,301726,368322.0,66596.0,6984,1.997,42.7,14701.1,66606.18,81307.28
SF10198,Madhya Pradesh,Erode,Wheat,Kharif,7.71,636.3,25.7,76.2,7.4,5.79,40.8,90.9,61.2,144.1,Drip,212.6,2.51,0.74,1.44,11.1,27940,498280,310134.0,-188146.0,3735,2.972,66.5,-24402.85,64627.76,40224.9
